topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0601A,APW19990707.0181,367,He also was touring a housing facility and signing a pact with Oglala leaders establishing an empowerment zone for Pine Ridge.,APW19990707.0181,184,Clinton was going to the Pine Ridge Reservation for a visit with the Oglala Sioux nation and to participate in a conference on Native American homeownership and economic development.,"184, 366","367, 369;375, 444",Clinton was going to the Pine Ridge Reservation for a visit with the Oglala Sioux nation and to participate in a conference on Native American homeownership and economic development.,He...was touring a housing facility and signing a pact with Oglala leaders,0,0.5171606
D0601A,APW19990707.0181,367,He also was touring a housing facility and signing a pact with Oglala leaders establishing an empowerment zone for Pine Ridge.,APW19990707.0181,367,He also was touring a housing facility and signing a pact with Oglala leaders establishing an empowerment zone for Pine Ridge.,"367, 369;375, 444","367, 369;375, 444",He...was touring a housing facility and signing a pact with Oglala leaders,He...was touring a housing facility and signing a pact with Oglala leaders,0,0.71900624
D0601A,APW19990707.0181,367,He also was touring a housing facility and signing a pact with Oglala leaders establishing an empowerment zone for Pine Ridge.,APW19990707.0181,1912,"Housing Secretary Andrew Cuomo, who visited the reservation last August, said Pine Ridge is a metaphor for the poverty tour, for it sits in Shannon County, the poorest census tract in the nation.","1912, 1942;1948, 1983","367, 369;375, 444",Housing Secretary Andrew Cuomo...visited the reservation last August,He...was touring a housing facility and signing a pact with Oglala leaders,0,0.50811344
D0601A,APW19990707.0181,367,He also was touring a housing facility and signing a pact with Oglala leaders establishing an empowerment zone for Pine Ridge.,APW20000801.0110,2176,"George Clinton ignored the warnings and instead decided to broker a treaty with them, von Gernet testified.","2176, 2190;2216, 2260","367, 369;375, 444",George Clinton...instead decided to broker a treaty with them,He...was touring a housing facility and signing a pact with Oglala leaders,0,0.5281047
D0601A,APW19990707.0181,367,He also was touring a housing facility and signing a pact with Oglala leaders establishing an empowerment zone for Pine Ridge.,APW19990707.0181,367,He also was touring a housing facility and signing a pact with Oglala leaders establishing an empowerment zone for Pine Ridge.,"430, 493","430, 493",Oglala leaders establishing an empowerment zone for Pine Ridge.,Oglala leaders establishing an empowerment zone for Pine Ridge.,0,0.71475357
D0601A,APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.",APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.","498, 527;601, 648","498, 527;601, 648",the main purpose of the visit...was simply to pay attention to American Indians,the main purpose of the visit...was simply to pay attention to American Indians,0,0.72832876
D0601A,APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.",APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.","632, 648;654, 686","632, 648;654, 686",American Indians...are so raked by grinding poverty,American Indians...are so raked by grinding poverty,0,0.7245136
D0601A,APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.",APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.","667, 714","667, 714",by grinding poverty that Clinton's own advisers,by grinding poverty that Clinton's own advisers,0,0.69641024
D0601A,APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.",APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.","667, 714","692, 765",by grinding poverty that Clinton's own advisers,Clinton's own advisers suggested he come up with special proposals geared,0,0.6324881
D0601A,APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.",APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.","692, 765","692, 765",Clinton's own advisers suggested he come up with special proposals geared,Clinton's own advisers suggested he come up with special proposals geared,0,0.7148442
D0601A,APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.",APW19990707.0181,494,"But the main purpose of the visit -- the first to a reservation by a president since Franklin Roosevelt -- was simply to pay attention to American Indians, who are so raked by grinding poverty that Clinton's own advisers suggested he come up with special proposals geared specifically to the Indians' plight.","741, 802","741, 802",special proposals geared specifically to the Indians' plight.,special proposals geared specifically to the Indians' plight.,0,0.7136507
D0601A,APW19990707.0181,803,"At Pine Ridge, a scrolling marquee at Big Bat's Texaco expressed both joy over Clinton's visit and wariness of all the official attention: ``Welcome President Clinton.",APW19990707.0181,803,"At Pine Ridge, a scrolling marquee at Big Bat's Texaco expressed both joy over Clinton's visit and wariness of all the official attention: ``Welcome President Clinton.","803, 816;818, 940","803, 816;818, 940",At Pine Ridge...a scrolling marquee at Big Bat's Texaco expressed both joy over Clinton's visit and wariness of all the official attention,At Pine Ridge...a scrolling marquee at Big Bat's Texaco expressed both joy over Clinton's visit and wariness of all the official attention,0,0.73173904
D0601A,APW19990707.0181,803,"At Pine Ridge, a scrolling marquee at Big Bat's Texaco expressed both joy over Clinton's visit and wariness of all the official attention: ``Welcome President Clinton.",APW19990707.0181,803,"At Pine Ridge, a scrolling marquee at Big Bat's Texaco expressed both joy over Clinton's visit and wariness of all the official attention: ``Welcome President Clinton.","943, 970","943, 970",`Welcome President Clinton.,`Welcome President Clinton.,0,0.70201904
D0601A,APW19990707.0181,971,"Remember Our Treaties,'' the sign read.",APW19990707.0181,971,"Remember Our Treaties,'' the sign read.","971, 992","971, 992",Remember Our Treaties,Remember Our Treaties,0,0.68168056
D0601A,APW19990707.0181,971,"Remember Our Treaties,'' the sign read.",APW19990707.0181,971,"Remember Our Treaties,'' the sign read.","996, 1010","996, 1010",the sign read.,the sign read.,0,0.5765631
D0601A,APW19990707.0181,1011,"According to statistics from the Census Bureau and the Bureau of Indian Affairs, there are 1.43 million Indians living on or near reservations.",APW19990707.0181,1011,"According to statistics from the Census Bureau and the Bureau of Indian Affairs, there are 1.43 million Indians living on or near reservations.","1011, 1090","1011, 1090",According to statistics from the Census Bureau and the Bureau of Indian Affairs,According to statistics from the Census Bureau and the Bureau of Indian Affairs,0,0.72363824
D0601A,APW19990707.0181,1011,"According to statistics from the Census Bureau and the Bureau of Indian Affairs, there are 1.43 million Indians living on or near reservations.",APW19990707.0181,1011,"According to statistics from the Census Bureau and the Bureau of Indian Affairs, there are 1.43 million Indians living on or near reservations.","1092, 1154","1092, 1154",there are 1.43 million Indians living on or near reservations.,there are 1.43 million Indians living on or near reservations.,0,0.73527837
D0601A,APW19990707.0181,1011,"According to statistics from the Census Bureau and the Bureau of Indian Affairs, there are 1.43 million Indians living on or near reservations.",NYT19980822.0098,2298,"Soldierwolf's family represents the problems that plague many of the 1.3 million American Indians who live on reservations, of whom 49 percent are unemployed.","2363, 2395;2400, 2420","1092, 1154",the 1.3 million American Indians...live on reservations,there are 1.43 million Indians living on or near reservations.,0,0.564844
D0601A,APW19990707.0181,1155,"Roughly 33 percent of them are children younger than 15, and 38 percent of Indian children aged 6 to 11 live in poverty, compared with 18 percent for U.S. children of all other races combined.",APW19990707.0181,1155,"Roughly 33 percent of them are children younger than 15, and 38 percent of Indian children aged 6 to 11 live in poverty, compared with 18 percent for U.S. children of all other races combined.","1155, 1210","1155, 1210",Roughly 33 percent of them are children younger than 15,Roughly 33 percent of them are children younger than 15,0,0.7235412
D0601A,APW19990707.0181,1155,"Roughly 33 percent of them are children younger than 15, and 38 percent of Indian children aged 6 to 11 live in poverty, compared with 18 percent for U.S. children of all other races combined.",APW19990707.0181,1155,"Roughly 33 percent of them are children younger than 15, and 38 percent of Indian children aged 6 to 11 live in poverty, compared with 18 percent for U.S. children of all other races combined.","1230, 1274","1230, 1274",Indian children aged 6 to 11 live in poverty,Indian children aged 6 to 11 live in poverty,0,0.73062205
D0601A,APW19990707.0181,1155,"Roughly 33 percent of them are children younger than 15, and 38 percent of Indian children aged 6 to 11 live in poverty, compared with 18 percent for U.S. children of all other races combined.",APW20000713.0010,130,Some are as young as 11.,"130, 154","1230, 1274",Some are as young as 11.,Indian children aged 6 to 11 live in poverty,0,0.6288976
D0601A,APW19990707.0181,1155,"Roughly 33 percent of them are children younger than 15, and 38 percent of Indian children aged 6 to 11 live in poverty, compared with 18 percent for U.S. children of all other races combined.",APW19990707.0181,1155,"Roughly 33 percent of them are children younger than 15, and 38 percent of Indian children aged 6 to 11 live in poverty, compared with 18 percent for U.S. children of all other races combined.","1216, 1245;1276, 1347","1216, 1245;1276, 1347",38 percent of Indian children...compared with 18 percent for U.S. children of all other races combined.,38 percent of Indian children...compared with 18 percent for U.S. children of all other races combined.,0,0.7386006
D0601A,APW19990707.0181,1348,"Aside from that, only 63 percent of Indians are high school graduates.",APW19990707.0181,1348,"Aside from that, only 63 percent of Indians are high school graduates.","1365, 1418","1365, 1418",only 63 percent of Indians are high school graduates.,only 63 percent of Indians are high school graduates.,0,0.7228952
D0601A,APW19990707.0181,1419,"Twenty-nine percent are homeless, and 59 percent live in substandard housing.",APW19990707.0181,1419,"Twenty-nine percent are homeless, and 59 percent live in substandard housing.","1419, 1451","1419, 1451",Twenty-nine percent are homeless,Twenty-nine percent are homeless,0,0.71043986
D0601A,APW19990707.0181,1419,"Twenty-nine percent are homeless, and 59 percent live in substandard housing.",APW19990707.0181,1419,"Twenty-nine percent are homeless, and 59 percent live in substandard housing.","1457, 1496","1457, 1496",59 percent live in substandard housing.,59 percent live in substandard housing.,0,0.7348049
D0601A,APW19990707.0181,1419,"Twenty-nine percent are homeless, and 59 percent live in substandard housing.",NYT19980822.0098,2457,The Bureau of Indian Affairs estimates that at least half the American Indian population lives in poverty.,"2501, 2563","1457, 1496",at least half the American Indian population lives in poverty.,59 percent live in substandard housing.,0,0.51530147
D0601A,APW19990707.0181,1497,"Twenty percent of Indian households on reservations do not have full access to plumbing, and the majority -- 53.4 percent -- do not have telephones.",APW19990707.0181,1497,"Twenty percent of Indian households on reservations do not have full access to plumbing, and the majority -- 53.4 percent -- do not have telephones.","1590, 1618;1622, 1645","1590, 1618;1622, 1645",the majority -- 53.4 percent...do not have telephones.,the majority -- 53.4 percent...do not have telephones.,0,0.7402582
D0601A,APW19990707.0181,1646,"The per capita income for Indians is $21,619, one-third less than the national per capita income of $35,225.",APW19990707.0181,1646,"The per capita income for Indians is $21,619, one-third less than the national per capita income of $35,225.","1646, 1754","1646, 1754","The per capita income for Indians is $21,619, one-third less than the national per capita income of $35,225.","The per capita income for Indians is $21,619, one-third less than the national per capita income of $35,225.",0,0.72844905
D0601A,APW19990707.0181,1755,"An estimated 50 percent of American Indians are unemployed, and at Pine Ridge the problem is even more chronic -- 73 percent of the people do not have jobs.",APW19990707.0181,1755,"An estimated 50 percent of American Indians are unemployed, and at Pine Ridge the problem is even more chronic -- 73 percent of the people do not have jobs.","1755, 1813","1755, 1813",An estimated 50 percent of American Indians are unemployed,An estimated 50 percent of American Indians are unemployed,0,0.7275325
D0601A,APW19990707.0181,1755,"An estimated 50 percent of American Indians are unemployed, and at Pine Ridge the problem is even more chronic -- 73 percent of the people do not have jobs.",NYT19980612.0403,4074,Native Americans living on reservations that maintain 50 percent or more unemployment are exempt from the national five-year family limit on welfare benefits.,"4101, 4113;4119, 4159","1755, 1813",reservations...maintain 50 percent or more unemployment,An estimated 50 percent of American Indians are unemployed,0,0.55808944
D0601A,APW19990707.0181,1755,"An estimated 50 percent of American Indians are unemployed, and at Pine Ridge the problem is even more chronic -- 73 percent of the people do not have jobs.",APW19990707.0181,1755,"An estimated 50 percent of American Indians are unemployed, and at Pine Ridge the problem is even more chronic -- 73 percent of the people do not have jobs.","1819, 1865","1819, 1865",at Pine Ridge the problem is even more chronic,at Pine Ridge the problem is even more chronic,0,0.72186315
D0601A,APW19990707.0181,1755,"An estimated 50 percent of American Indians are unemployed, and at Pine Ridge the problem is even more chronic -- 73 percent of the people do not have jobs.",APW19990707.0181,1755,"An estimated 50 percent of American Indians are unemployed, and at Pine Ridge the problem is even more chronic -- 73 percent of the people do not have jobs.","1819, 1826;1869, 1911","1819, 1826;1869, 1911",at Pine...73 percent of the people do not have jobs.,at Pine...73 percent of the people do not have jobs.,0,0.738184
D0601A,APW19990707.0181,1912,"Housing Secretary Andrew Cuomo, who visited the reservation last August, said Pine Ridge is a metaphor for the poverty tour, for it sits in Shannon County, the poorest census tract in the nation.",APW19990707.0181,1912,"Housing Secretary Andrew Cuomo, who visited the reservation last August, said Pine Ridge is a metaphor for the poverty tour, for it sits in Shannon County, the poorest census tract in the nation.","1912, 1942;1948, 1983","1912, 1942;1948, 1983",Housing Secretary Andrew Cuomo...visited the reservation last August,Housing Secretary Andrew Cuomo...visited the reservation last August,0,0.7272385
D0601A,APW19990707.0181,1912,"Housing Secretary Andrew Cuomo, who visited the reservation last August, said Pine Ridge is a metaphor for the poverty tour, for it sits in Shannon County, the poorest census tract in the nation.",APW19990707.0181,1912,"Housing Secretary Andrew Cuomo, who visited the reservation last August, said Pine Ridge is a metaphor for the poverty tour, for it sits in Shannon County, the poorest census tract in the nation.","1912, 1942;1985, 2035","1912, 1942;1985, 2035",Housing Secretary Andrew Cuomo...said Pine Ridge is a metaphor for the poverty tour,Housing Secretary Andrew Cuomo...said Pine Ridge is a metaphor for the poverty tour,0,0.711835
D0601A,APW19990707.0181,1912,"Housing Secretary Andrew Cuomo, who visited the reservation last August, said Pine Ridge is a metaphor for the poverty tour, for it sits in Shannon County, the poorest census tract in the nation.",APW19990707.0181,1912,"Housing Secretary Andrew Cuomo, who visited the reservation last August, said Pine Ridge is a metaphor for the poverty tour, for it sits in Shannon County, the poorest census tract in the nation.","2041, 2066","2041, 2066",it sits in Shannon County,it sits in Shannon County,0,0.7114812
D0601A,APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.",APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.","2108, 2170","2108, 2170",``This is generations of poverty on the Pine Ridge reservation,``This is generations of poverty on the Pine Ridge reservation,0,0.721297
D0601A,APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.",APW20000901.0039,230,"Tribal leaders figured that slot machines would provide new revenue for the tribe's 1,200 members, many of whom have lived in poverty for years.","329, 374","2108, 2170",many of whom have lived in poverty for years.,``This is generations of poverty on the Pine Ridge reservation,0,0.5457809
D0601A,APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.",NYT19980815.0094,1305,The situation is compounded by the poverty that has afflicted many Indian reservations for generations.,"1333, 1347;1353, 1408","2108, 2170",by the poverty...has afflicted many Indian reservations for generations.,``This is generations of poverty on the Pine Ridge reservation,0,0.57105005
D0601A,APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.",NYT19991102.0060,1094,"Members of the tribe have a right to live on the reservation, but many survive on low-wage jobs and welfare _ the consequence of a people ``living in abject poverty'' for 200 years, according to Robert Coulter, a lawyer with the Indian Law Resource Center, a nonprofit group that is helping the Onondagas on their proposed claim.","1223, 1258;1261, 1274","2108, 2170",a people ``living in abject poverty...for 200 years,``This is generations of poverty on the Pine Ridge reservation,0,0.58987474
D0601A,APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.",APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.","2207, 2218","2207, 2218",Cuomo said.,Cuomo said.,0,0.6708194
D0601A,APW19990707.0181,2108,"``This is generations of poverty on the Pine Ridge reservation, with very, very little progress,'' Cuomo said.",APW19990707.0181,3137,"The bank doesn't want to take it as collateral because it's in trust,'' Cuomo said.","3209, 3220","2207, 2218",Cuomo said.,Cuomo said.,0,0.6708194
D0601A,APW19990707.0181,2219,``We didn't get into this situation in a couple of weeks and we're not going to get out of it in a couple of weeks.,APW19990707.0181,2219,``We didn't get into this situation in a couple of weeks and we're not going to get out of it in a couple of weeks.,"2219, 2275","2219, 2275",``We didn't get into this situation in a couple of weeks,``We didn't get into this situation in a couple of weeks,0,0.7247133
D0601A,APW19990707.0181,2219,``We didn't get into this situation in a couple of weeks and we're not going to get out of it in a couple of weeks.,APW19990707.0181,2219,``We didn't get into this situation in a couple of weeks and we're not going to get out of it in a couple of weeks.,"2280, 2334","2280, 2334",we're not going to get out of it in a couple of weeks.,we're not going to get out of it in a couple of weeks.,0,0.7283094
D0601A,APW19990707.0181,2335,It's going to take years.'',APW19990707.0181,2335,It's going to take years.'',"2335, 2360","2335, 2360",It's going to take years.,It's going to take years.,0,0.7358574
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2363, 2402","2363, 2402",To begin addressing the housing problem,To begin addressing the housing problem,0,0.68768686
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2404, 2472","2404, 2472",Clinton was announcing a partnership between the Treasury Department,Clinton was announcing a partnership between the Treasury Department,0,0.69635165
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2546, 2624","2546, 2624","mortgage companies to help 1,000 Indians become homeowners over the next three","mortgage companies to help 1,000 Indians become homeowners over the next three",0,0.72038144
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2573, 2630","2546, 2624","1,000 Indians become homeowners over the next three years","mortgage companies to help 1,000 Indians become homeowners over the next three",0,0.6677738
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2546, 2624","2573, 2630","mortgage companies to help 1,000 Indians become homeowners over the next three","1,000 Indians become homeowners over the next three years",0,0.6294767
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2573, 2630","2573, 2630","1,000 Indians become homeowners over the next three years","1,000 Indians become homeowners over the next three years",0,0.72208774
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2631, 2726","2631, 2726",-- a small number that nonetheless would double the number of government-insured home mortgages,-- a small number that nonetheless would double the number of government-insured home mortgages,0,0.7115319
D0601A,APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.",APW19990707.0181,2363,"To begin addressing the housing problem, Clinton was announcing a partnership between the Treasury Department, the Department of Housing and Urban Development, tribal governments and mortgage companies to help 1,000 Indians become homeowners over the next three years -- a small number that nonetheless would double the number of government-insured home mortgages issued on tribal lands.","2693, 2750","2693, 2750",government-insured home mortgages issued on tribal lands.,government-insured home mortgages issued on tribal lands.,0,0.7136103
