topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0629B,APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.",NYT19990402.0334,1536,"People who read the document using Microsoft Word, the popular word-processing program made by Microsoft Corp., could infect their computers.","1587, 1646","314, 397",the popular word-processing program made by Microsoft Corp.,attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs,0,0.6254633
D0629B,APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.",NYT19990402.0334,1536,"People who read the document using Microsoft Word, the popular word-processing program made by Microsoft Corp., could infect their computers.","1587, 1622;1641, 1677","314, 397","the popular word-processing program...Corp., could infect their computers.",attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs,0,0.50622433
D0629B,APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.",XIE19980703.0240,365,"The virus, which targets Microsoft Office 97 Word documents, will show a flashing banner of ""Vive la coupe de monde!""","365, 374;382, 409","314, 397",The virus...targets Microsoft Office 97,attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs,0,0.6188018
D0629B,APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.",APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.","237, 266;399, 455","237, 266;399, 455",The ``Melissa macro'' or W97M...according to CERT -- or Computer Emergency Response Team,The ``Melissa macro'' or W97M...according to CERT -- or Computer Emergency Response Team,0,0.69551814
D0629B,APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.",APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.","491, 498;499, 529","491, 498;499, 529",Defense...funded computer security team.,Defense...funded computer security team.,0,0.6783459
D0629B,APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.",NYT19991216.0001,567,"Kathy Fithen, manager of the Computer Emergency Response Team at Carnegie Mellon University, a project that receives part of its financing from the Department of Defense, said: ``We are anticipating a lot of date-triggered viruses because of Jan. 1.","660, 669;675, 736","491, 498;499, 529",a project...receives part of its financing from the Department of Defense,Defense...funded computer security team.,0,0.626664
D0629B,APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.",APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.","530, 576","530, 576",CERT first heard of the virus Friday afternoon,CERT first heard of the virus Friday afternoon,0,0.7280384
D0629B,APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.",APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.","581, 656","581, 656",its members worked through the night to analyze the virus and develop a fix,its members worked through the night to analyze the virus and develop a fix,0,0.72949594
D0629B,APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.",APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.","530, 534;581, 592;643, 656","581, 656",CERT...its members...develop a fix,its members worked through the night to analyze the virus and develop a fix,0,0.6148321
D0629B,APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.",NYT19990402.0334,5150,Smith says he neglected his successful software business and stayed up into the wee hours in an effort to track down the author of Melissa.,"5150, 5252","581, 656",Smith says he neglected his successful software business and stayed up into the wee hours in an effort,its members worked through the night to analyze the virus and develop a fix,0,0.58269244
D0629B,APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.",APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.","530, 534;581, 592;643, 656","530, 534;581, 592;643, 656",CERT...its members...develop a fix,CERT...its members...develop a fix,0,0.6999669
D0629B,APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.",APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.","658, 693","658, 693",CERT manager Katherine Fithen said.,CERT manager Katherine Fithen said.,0,0.7089203
D0629B,APW19990327.0116,530,"CERT first heard of the virus Friday afternoon and its members worked through the night to analyze the virus and develop a fix, CERT manager Katherine Fithen said.",APW19990424.0095,615,"It's been around for quite a while,'' said Kathy Fithen, manager of the Computer Emergency Response Team, or CERT, at Carnegie Mellon University in Pittsburgh.","615, 643;653, 728","658, 693","It's been around for quite a...said Kathy Fithen, manager of the Computer Emergency Response Team, or CERT",CERT manager Katherine Fithen said.,0,0.5895399
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.","696, 747","696, 747",We're getting so many reports from across the world,We're getting so many reports from across the world,0,0.72552866
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990611.0152,2215,"``We continue to get direct reports, but they're not increasing at the rate it might have, so we're encouraged by that,'' said Zajicek.","2215, 2250","696, 747",``We continue to get direct reports,We're getting so many reports from across the world,0,0.54832155
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.","754, 801","754, 801",we know this is going to be a huge problem come,we know this is going to be a huge problem come,0,0.7225743
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.","754, 766;776, 808","754, 801",we know this...to be a huge problem come Monday,we know this is going to be a huge problem come,0,0.6700992
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.","754, 801","754, 766;776, 808",we know this is going to be a huge problem come,we know this...to be a huge problem come Monday,0,0.6865218
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.","754, 766;776, 808","754, 766;776, 808",we know this...to be a huge problem come Monday,we know this...to be a huge problem come Monday,0,0.72482044
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",XIE20000521.0064,2088,"There were already infection reports in the United States, while U.S. experts had said that the most critical time will be Monday.","2147, 2218","754, 766;776, 808",while U.S. experts had said that the most critical time will be Monday.,we know this...to be a huge problem come Monday,0,0.5521643
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.","812, 824","812, 824",Fithen said.,Fithen said.,0,0.5974423
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990327.0116,1595,"The message can include the contents of any Word document that is open on the computer, Fithen said.","1683, 1695","812, 824",Fithen said.,Fithen said.,0,0.5974423
D0629B,APW19990327.0116,694,"``We're getting so many reports from across the world, that we know this is going to be a huge problem come Monday,'' Fithen said.",APW19990424.0095,1676,"``We're getting requests for information about it rather than reports of machines infected with it,'' Fithen said.","1778, 1790","812, 824",Fithen said.,Fithen said.,0,0.5974423
D0629B,APW19990327.0116,825,"She noted that since CERT was founded 10 years ago, this is only the second time it has considered a virus important enough to warrant a public announcement.",APW19990327.0116,825,"She noted that since CERT was founded 10 years ago, this is only the second time it has considered a virus important enough to warrant a public announcement.","825, 905","825, 905","She noted that since CERT was founded 10 years ago, this is only the second time","She noted that since CERT was founded 10 years ago, this is only the second time",0,0.7263437
D0629B,APW19990327.0116,825,"She noted that since CERT was founded 10 years ago, this is only the second time it has considered a virus important enough to warrant a public announcement.",APW19990819.0086,470,"Only two cases of the virus have been detected ``in the wild'' so far, said Sal Viveros, group marketing manager in the virus defense division of Santa-Clara, Calif.-based Network Associates, maker of the McAfee virus protection software.","470, 530","825, 905",Only two cases of the virus have been detected ``in the wild,"She noted that since CERT was founded 10 years ago, this is only the second time",0,0.54631484
D0629B,APW19990327.0116,825,"She noted that since CERT was founded 10 years ago, this is only the second time it has considered a virus important enough to warrant a public announcement.",APW19990327.0116,825,"She noted that since CERT was founded 10 years ago, this is only the second time it has considered a virus important enough to warrant a public announcement.","890, 982","890, 982",the second time it has considered a virus important enough to warrant a public announcement.,the second time it has considered a virus important enough to warrant a public announcement.,0,0.72707313
D0629B,APW19990327.0116,983,"The first, in 1994, warned of a virus that allowed computer burglars to collect passwords.",APW19990327.0116,983,"The first, in 1994, warned of a virus that allowed computer burglars to collect passwords.","983, 992;1003, 1020","983, 992;1003, 1020",The first...warned of a virus,The first...warned of a virus,0,0.69666606
D0629B,APW19990327.0116,983,"The first, in 1994, warned of a virus that allowed computer burglars to collect passwords.",APW19990327.0116,983,"The first, in 1994, warned of a virus that allowed computer burglars to collect passwords.","1013, 1020;1026, 1073","1013, 1020;1026, 1073",a virus...allowed computer burglars to collect passwords.,a virus...allowed computer burglars to collect passwords.,0,0.73259085
D0629B,APW19990327.0116,1074,CERT has not determined where the Melissa virus originated.,APW19990327.0116,1074,CERT has not determined where the Melissa virus originated.,"1074, 1133","1074, 1133",CERT has not determined where the Melissa virus originated.,CERT has not determined where the Melissa virus originated.,0,0.73348266
D0629B,APW19990327.0116,1074,CERT has not determined where the Melissa virus originated.,APW19990327.0116,1074,CERT has not determined where the Melissa virus originated.,"1104, 1133","1104, 1133",the Melissa virus originated.,the Melissa virus originated.,0,0.68714565
D0629B,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,"1134, 1260","1134, 1260",Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,0,0.740976
D0629B,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,"1146, 1260","1134, 1260",she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,0,0.73371255
D0629B,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,"1134, 1260","1146, 1260",Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,0,0.7275371
D0629B,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,APW19990327.0116,1134,Fithen said she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,"1146, 1260","1146, 1260",she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,she is not allowed to say whether any governmental agency has suffered a security breach as the result of Melissa.,0,0.73723084
D0629B,APW19990327.0116,1261,Microsoft spokesman Adam Sohn said company programmers worked with CERT and manufacturers of anti-virus programs to develop an antidote.,APW19990327.0116,1261,Microsoft spokesman Adam Sohn said company programmers worked with CERT and manufacturers of anti-virus programs to develop an antidote.,"1261, 1373","1261, 1373",Microsoft spokesman Adam Sohn said company programmers worked with CERT and manufacturers of anti-virus programs,Microsoft spokesman Adam Sohn said company programmers worked with CERT and manufacturers of anti-virus programs,0,0.7226895
D0629B,APW19990327.0116,1261,Microsoft spokesman Adam Sohn said company programmers worked with CERT and manufacturers of anti-virus programs to develop an antidote.,APW19990327.0116,1261,Microsoft spokesman Adam Sohn said company programmers worked with CERT and manufacturers of anti-virus programs to develop an antidote.,"1354, 1397","1354, 1397",anti-virus programs to develop an antidote.,anti-virus programs to develop an antidote.,0,0.6901627
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.","1401, 1455","1401, 1455",a computer user opens an infected Word-format document,a computer user opens an infected Word-format document,0,0.7016713
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990330.0202,1198,The attachment is a document in Microsoft's Word format that lists Internet pornography sites.,"1198, 1253","1401, 1455",The attachment is a document in Microsoft's Word format,a computer user opens an infected Word-format document,0,0.57909864
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",XIE19980703.0240,510,on the screens of infected computers when a user tries to open an MS Word file.,"552, 589","1401, 1455",a user tries to open an MS Word file.,a computer user opens an infected Word-format document,0,0.5439794
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.","1457, 1484","1457, 1484",the virus propagates itself,the virus propagates itself,0,0.69833046
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990327.0116,237,"The ``Melissa macro'' or W97M--Melissa virus spreads via infected e-mail and attacks computers loaded with Microsoft's widely used Word 97 or Word 2000 programs, according to CERT -- or Computer Emergency Response Team -- Carnegie Mellon's Department of Defense-funded computer security team.","268, 331","1457, 1466;1485, 1582",Melissa virus spreads via infected e-mail and attacks computers,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.54690444
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.","1457, 1466;1485, 1582","1457, 1466;1485, 1582",the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.72543937
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990330.0202,1293,"Once the user opens that file, the virus digs into the user's address book and sends infected documents to the first 50 addresses.","1298, 1396","1457, 1466;1485, 1582","the user opens that file, the virus digs into the user's address book and sends infected documents",the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.64080817
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990330.0202,1293,"Once the user opens that file, the virus digs into the user's address book and sends infected documents to the first 50 addresses.","1293, 1322;1324, 1367","1457, 1466;1485, 1582",Once the user opens that file...the virus digs into the user's address book,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.59734315
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990330.0202,1293,"Once the user opens that file, the virus digs into the user's address book and sends infected documents to the first 50 addresses.","1293, 1312;1324, 1333;1372, 1423","1457, 1466;1485, 1582",Once the user opens...the virus...sends infected documents to the first 50 addresses.,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.656235
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990330.0202,2137,"A third virus, called ``Mad Cow Joke'' has also appeared, Schrader said, and works like Melissa, sending itself to 20 people in the victim's e-mail address book.","2195, 2203;2234, 2298","1457, 1466;1485, 1582",Schrader...sending itself to 20 people in the victim's e-mail address book.,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.5163538
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",APW19990424.0095,1872,"Unlike the recent ``Melissa'' scare, which automatically propagated via e-mail, this virus doesn't spread as quickly because it requires a person to launch an infected program file to contaminate a computer.","1902, 1907;1915, 1950","1457, 1466;1485, 1582",scare...automatically propagated via e-mail,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.5403592
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",NYT19990331.0219,2996,"Each of those who open the document could potentially send it to 50 others, and so on.","2996, 3009;3032, 3070","1457, 1466;1485, 1582",Each of those...could potentially send it to 50 others,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.5300581
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",NYT19990402.0334,1678,"If the infected machine had a copy of Microsoft's Outlook e-mail program, Melissa would send a copy of itself to the first 50 people in the Outlook address book.","1750, 1839","1457, 1466;1485, 1582",", Melissa would send a copy of itself to the first 50 people in the Outlook address book.",the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.66057134
D0629B,APW19990327.0116,1398,"If a computer user opens an infected Word-format document, the virus propagates itself by reading the user's e-mail address book and sending an infected message to the first 50 entries, CERT said.",NYT19990609.0213,990,Melissa  HOW IT WORKS: Makes its way into computers as an e-mail attachment and then sends itself around the Internet using addresses found in a recipient's computerized address book.,"1095, 1173","1457, 1466;1485, 1582",the Internet using addresses found in a recipient's computerized address book.,the virus...by reading the user's e-mail address book and sending an infected message to the first 50 entries,0,0.60099924
