topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0617H,APW19991031.0036,458,The scheduled time of departure from Los Angeles was 12:30 p.m.  *Sunday  12:48 a.m. EDT -- Plane lands at JFK airport.,APW19991031.0036,458,The scheduled time of departure from Los Angeles was 12:30 p.m.  *Sunday  12:48 a.m. EDT -- Plane lands at JFK airport.,"458, 546","458, 546",The scheduled time of departure from Los Angeles was 12:30 p.m.  *Sunday  12:48 a.m. EDT,The scheduled time of departure from Los Angeles was 12:30 p.m.  *Sunday  12:48 a.m. EDT,0,0.72785175
D0617H,APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.",APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.","650, 663;667, 696","650, 663;667, 696",1:19 a.m. EST...Plane departs bound for Cairo,1:19 a.m. EST...Plane departs bound for Cairo,0,0.7245138
D0617H,APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.",NYT19991103.0509,1919,Veteran aerospace journalists who have covered many crashes said they could not recall a commercial airliner acting as strangely as Flight 990 as it made its final wayward journey up and down over the Atlantic some 30 minutes after taking off from Kennedy Airport in New York on a flight to Cairo.,"2145, 2216","650, 663;667, 696",after taking off from Kennedy Airport in New York on a flight to Cairo.,1:19 a.m. EST...Plane departs bound for Cairo,0,0.6526705
D0617H,APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.",NYT19991110.0501,248,It is not yet clear whether the autopilot disconnected by itself or was turned off by the crew of the Cairo-bound jet that was some 40 minutes out of New York's Kennedy Airport at the time.,"346, 365;371, 437","650, 663;667, 696",the Cairo-bound jet...was some 40 minutes out of New York's Kennedy Airport at the time.,1:19 a.m. EST...Plane departs bound for Cairo,0,0.50635135
D0617H,APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.",XIE19991101.0310,884,"Flight 990 of EgyptAir, Egypt's national carrier, took off from John F. Kennedy International Airport in New York at 1:19 a.m. local time (0519 GMT) en route to Cairo and disappeared from radar screen at 2 a.m. (0600 GMT).","884, 906;934, 1021","650, 663;667, 696",Flight 990 of EgyptAir...took off from John F. Kennedy International Airport in New York at 1:19 a.m. local time,1:19 a.m. EST...Plane departs bound for Cairo,0,0.6360095
D0617H,APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.",XIE19991102.0164,394,"Aboard the same plane were 73 family members of the Egyptian victims of the EgyptAir flight 990, a Boeing 767, which crashed into the Atlantic Ocean off the northeastern coast of the U.S. shortly after taking off from John F. Kennedy International Airport on the way to Cairo early Sunday.","590, 683","650, 663;667, 696",after taking off from John F. Kennedy International Airport on the way to Cairo early Sunday.,1:19 a.m. EST...Plane departs bound for Cairo,0,0.6282667
D0617H,APW19991031.0036,650,"1:19 a.m. EST -- Plane departs bound for Cairo, Egypt.",XIE19991117.0007,976,The Cairo-bound passenger plane crashed into the Atlantic Ocean off the Massachusettes coast 40 minutes after takeoff from the Kennedy International Airport in New York on October 31.,"980, 985;986, 1007","650, 663;667, 696",Cairo...bound passenger plane,1:19 a.m. EST...Plane departs bound for Cairo,0,0.56458515
D0617H,APW19991031.0036,705,1:43 a.m. EST -- Pilots make final radio communication.,APW19991031.0036,705,1:43 a.m. EST -- Pilots make final radio communication.,"705, 718;722, 760","705, 718;722, 760",1:43 a.m. EST...Pilots make final radio communication.,1:43 a.m. EST...Pilots make final radio communication.,0,0.7290416
D0617H,APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.",APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.","762, 797","762, 797",NTSB said 1:47 a.m.)  1:50 a.m. EST,NTSB said 1:47 a.m.)  1:50 a.m. EST,0,0.7283709
D0617H,APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.",APW20000811.0039,3498,The last contact with the flight came at 1:47 a.m. EST.,"3498, 3553","762, 797",The last contact with the flight came at 1:47 a.m. EST.,NTSB said 1:47 a.m.)  1:50 a.m. EST,0,0.552351
D0617H,APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.",APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.","801, 839","801, 839","Plane begins descent from 33,000 feet.","Plane begins descent from 33,000 feet.",0,0.7184295
D0617H,APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.",NYT19991103.0509,3140,"Then the plane, its transponder still out, climbed back to 24,000 feet, when it began a rapid descent to 10,000 feet where radar showed multiple targets, indicating it had broken up.","3217, 3256","801, 839","it began a rapid descent to 10,000 feet","Plane begins descent from 33,000 feet.",0,0.5228477
D0617H,APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.",NYT19991110.0501,0,"Cruising at 33,000 feet, EgyptAir Flight 990 was ``uneventful'' until the plane's autopilot disconnected about 8 seconds before the jetliner, with 217 people aboard, began to drop down toward the Atlantic Ocean, crash investigators said Wednesday.","25, 33;166, 210","801, 839",EgyptAir...began to drop down toward the Atlantic Ocean,"Plane begins descent from 33,000 feet.",0,0.55666804
D0617H,APW19991031.0036,761,"(NTSB said 1:47 a.m.)  1:50 a.m. EST -- Plane begins descent from 33,000 feet.",NYT19991110.0501,5630,Their last contact with controllers a few minutes before the plane began its descent did not indicate any problem.,"5687, 5714","801, 839",the plane began its descent,"Plane begins descent from 33,000 feet.",0,0.5315575
D0617H,APW19991031.0036,840,1:52 a.m. EST -- Last radar signal received from plane.,APW19991031.0036,840,1:52 a.m. EST -- Last radar signal received from plane.,"857, 895","857, 895",Last radar signal received from plane.,Last radar signal received from plane.,0,0.7110316
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.","0, 195","0, 195",WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.73076254
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",APW20000121.0318,663,``There is much that still needs to be done before a determination of cause can be reached.'',"663, 738","0, 195",``There is much that still needs to be done before a determination of cause,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.5998061
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",APW20000121.0318,1825,``Both agencies agree that additional work needs to be accomplished before a final decision can be made.'',"1825, 1929","0, 195",``Both agencies agree that additional work needs to be accomplished before a final decision can be made.,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.6025821
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",APW20000121.0318,1825,``Both agencies agree that additional work needs to be accomplished before a final decision can be made.'',"1852, 1916","0, 195",additional work needs to be accomplished before a final decision,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.6403489
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",APW20000208.0168,195,"National Transportation Safety Board Chairman Jim Hall, whose agency is investigating the crash that killed 217 people off the coast of Massachusetts, announced the decision Tuesday to send two staffers to London.","195, 249;264, 344","0, 195",National Transportation Safety Board Chairman Jim Hall...is investigating the crash that killed 217 people off the coast of Massachusetts,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.58543533
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",APW20000306.0169,1653,"Hall has disputed reports that investigators are increasingly convinced the jet was crashed deliberately, saying his agency must conduct more studies before they settle on a cause.","1759, 1833","0, 195",saying his agency must conduct more studies before they settle on a cause.,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.73439443
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",NYT19991112.0315,0,"NEWPORT NAVAL STATION, R.I. _ The EgyptAir flight that crashed on Oct. 31 went into an extreme dive, making the passengers weightless and pitching the nose down at a 40-degree angle, before the nose pulled back up and subjected the plane and its passengers to two and a half times the normal force of gravity, the chairman of the National Transportation Safety Board said Friday night.","310, 385","0, 195",the chairman of the National Transportation Safety Board said Friday night.,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.6471389
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",NYT20000121.0371,0,"Investigators from the United States and Egypt will review part of the flight control system in the tail of Boeing's 767 airplane as part of the investigation into the crash of EgyptAir Flight 990, the chairman of the National Transportation Safety Board said Friday.","198, 267","0, 195",the chairman of the National Transportation Safety Board said Friday.,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.69507694
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",NYT20000121.0371,2749,"No hypothesis for the cause of this accident has been accepted, and the activities that I have outlined indicate that there is much that still needs to be done before a determination of cause can be reached.''","2817, 2947","0, 195",the activities that I have outlined indicate that there is much that still needs to be done before a determination of cause can be,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.6017699
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",NYT20000121.0371,3352,"Hall said Friday that ``no decision has been reached at this point whether further wreckage recovery will ultimately be necessary, and both agencies (the safety board and the Egyptian Civil Aviation Authority) agree that additional work needs to be be accomplished before a final decision can be made.''","3487, 3500;3562, 3653","0, 195",both agencies...agree that additional work needs to be be accomplished before a final decision can be made.,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.60233885
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",XIE20000812.0030,1916,"The continuing Egyptian concerns appeared to question why NTSB staff had concluded that ""there were no unresolved safety issues,"" as asserted Friday by NTSB chairman Jim Hall, who released the documents at a news conference.","1916, 1930;2049, 2090","0, 195",The continuing...asserted Friday by NTSB chairman Jim Hall,WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash,0,0.6215149
D0617H,APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.",APW20000121.0318,0,"WASHINGTON (AP) -- National Transportation Safety Board Chairman Jim Hall said Friday that additional studies must be completed before his agency can determine the cause of the EgyptAir 990 crash, and he disputed an Associated Press report that investigators are increasingly convinced the jet was crashed deliberately.","201, 232","201, 232",he disputed an Associated Press,he disputed an Associated Press,0,0.67235774
