topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0602B,APW19980812.0878,1079,His case was severed from five other defendants _ four coaches and another doctor _ after he made a partial confession last month.,APW19980818.0980,648,"Suender, a second doctor and three coaches are charged with causing bodily harm to as many as 17 young female swimmers on East Germany's TSC Berlin team from 1978 to 1989.","648, 655;657, 819","1079, 1160;1163, 1209",Suender...a second doctor and three coaches are charged with causing bodily harm to as many as 17 young female swimmers on East Germany's TSC Berlin team from 1978 to 1989.,His case was severed from five other defendants _ four coaches and another doctor...after he made a partial confession last month.,0,0.59424895
D0602B,APW19980812.0878,1079,His case was severed from five other defendants _ four coaches and another doctor _ after he made a partial confession last month.,APW19980818.0980,2993,"The first trial, which began March 18, involves coaches and doctors from the former communist nation's showcase Dynamo Berlin swim team.","2993, 3009;3032, 3129","1079, 1160;1163, 1209","The first trial,...involves coaches and doctors from the former communist nation's showcase Dynamo Berlin swim team.",His case was severed from five other defendants _ four coaches and another doctor...after he made a partial confession last month.,0,0.5557277
D0602B,APW19980812.0878,1079,His case was severed from five other defendants _ four coaches and another doctor _ after he made a partial confession last month.,APW19980818.0980,3130,"Only one, Dr. Dinus Bieter, has made a partial confession.","3130, 3138;3150, 3188","1079, 1160;1163, 1209","Only one...Bieter, has made a partial confession.",His case was severed from five other defendants _ four coaches and another doctor...after he made a partial confession last month.,0,0.60968673
D0602B,APW19980812.0878,1079,His case was severed from five other defendants _ four coaches and another doctor _ after he made a partial confession last month.,APW19980818.0980,3189,"He admitted in court last month that he administered anabolic steroids to athletes, but insisted the doses were too small to cause physical harm and that no one showed ill effects.","3189, 3271","1079, 1160;1163, 1209",He admitted in court last month that he administered anabolic steroids to athletes,His case was severed from five other defendants _ four coaches and another doctor...after he made a partial confession last month.,0,0.62919194
D0602B,APW19980812.0878,1079,His case was severed from five other defendants _ four coaches and another doctor _ after he made a partial confession last month.,APW19980818.0980,3370,"His case was severed last week from other five _ four coaches and another doctor _ and resumes Monday, when a verdict could be handed down.","3370, 3471","1079, 1160;1163, 1209",His case was severed last week from other five _ four coaches and another doctor _ and resumes Monday,His case was severed from five other defendants _ four coaches and another doctor...after he made a partial confession last month.,0,0.6684011
D0602B,APW19980812.0878,1079,His case was severed from five other defendants _ four coaches and another doctor _ after he made a partial confession last month.,NYT19990201.0337,3737,An arbitration panel threw out the disqualifications of five other athletes who tested positive for using a stimulant.,"3737, 3812","1079, 1160;1163, 1209",An arbitration panel threw out the disqualifications of five other athletes,His case was severed from five other defendants _ four coaches and another doctor...after he made a partial confession last month.,0,0.5230866
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,"1210, 1367","1210, 1367",The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,0,0.7418621
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,"1210, 1217;1231, 1255","1210, 1367",The six...with causing bodily harm,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,0,0.544296
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,"1244, 1250;1256, 1318","1210, 1367",bodily...by administering performance-enhancing drugs to young swimmers,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,0,0.6218722
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980818.0980,0,BERLIN (AP) _ Germany's second doping trial against former East German sports functionaries opened Tuesday with coaches and doctors confessing they systematically administered performance-enhancing drugs to female swimmers.,"124, 223","1210, 1367",doctors confessing they systematically administered performance-enhancing drugs to female swimmers.,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,0,0.523896
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980818.0980,648,"Suender, a second doctor and three coaches are charged with causing bodily harm to as many as 17 young female swimmers on East Germany's TSC Berlin team from 1978 to 1989.","648, 655;657, 819","1210, 1367",Suender...a second doctor and three coaches are charged with causing bodily harm to as many as 17 young female swimmers on East Germany's TSC Berlin team from 1978 to 1989.,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,0,0.54732335
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980818.0980,1023,Prosecutors say the defendants administered the drugs _ without telling the minors or their parents what they were taking _ as part of communist East Germany's state-sponsored push to create Olympic champions.,"1023, 1127","1210, 1367",Prosecutors say the defendants administered the drugs _ without telling the minors or their parents what,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,0,0.66600674
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW20000718.0065,255,"Manfred Ewald, 74, and Manfred Hoeppner, 65, were each convicted of 20 counts of being accessories to causing bodily harm for secretly administering steroids to the athletes.","342, 429","1210, 1367",accessories to causing bodily harm for secretly administering steroids to the athletes.,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,0,0.6185069
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,"1210, 1367","1210, 1217;1231, 1255",The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,The six...with causing bodily harm,0,0.56717205
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,"1210, 1217;1231, 1255","1210, 1217;1231, 1255",The six...with causing bodily harm,The six...with causing bodily harm,0,0.6630897
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,"1210, 1367","1244, 1250;1256, 1318",The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,bodily...by administering performance-enhancing drugs to young swimmers,0,0.6189271
D0602B,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,APW19980812.0878,1210,The six were charged with causing bodily harm by administering performance-enhancing drugs to young swimmers without informing the athletes or their parents.,"1244, 1250;1256, 1318","1244, 1250;1256, 1318",bodily...by administering performance-enhancing drugs to young swimmers,bodily...by administering performance-enhancing drugs to young swimmers,0,0.72232634
