R1,,,,,,,,,,,,,,,,,,,,,
,,356,0.4002,,364,0.41717,,366,0.42315,,368,0.41218,,,,,,,,,
,,392,0.42914,,393,0.42914,,410,0.45709,,397,0.43613,,,,,,,,,
,,431,0.4511,,444,0.44611,,447,0.47305,,435,0.47006,,,,,,,,,
,,,,,465,0.46906,,492,0.499,,475,0.48104,,,,,,,,,
,,,,,518,0.48503,,524,0.51497,,529,0.50599,,,,,,,,,
,,,,,552,0.49202,,547,0.52096,,559,0.53094,,,,,,,,,
,,,,,592,0.499,,576,0.53593,,614,0.54192,,,,,,,,,
,,,,,,,,609,0.54491,,648,0.5479,,,,,,,,,
,,,,,,,,660,0.55389,,691,0.55389,,,,,,,,,
,,,,,,,,698,0.56387,,737,0.55988,,,,,,,,,
,,,,,,,,754,0.57086,,770,0.57485,,,,,,,,,
,,,,,,,,,,,818,0.57784,,,,,,,,,
,,,,,,,,,,,845,0.58683,,,,,,,,,
,D0616,,,,,,,,,,,,,,,,,,,,
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,,,,,,,,
,,89,0.1709,,89,0.1709,,89,0.1709,,89,0.1709,,,,,,,,,
,,136,0.24414,,115,0.21582,,129,0.23535,,112,0.21777,,,,,,,,,
,,188,0.33008,,167,0.31445,,155,0.27734,,148,0.27734,,,,,,,,,
,,221,0.35938,,198,0.36133,,191,0.33105,,184,0.32812,,,,,,,,,
,,284,0.41797,,247,0.40918,,241,0.39355,,233,0.39258,,,,,,,,,
,,333,0.46387,,290,0.44238,,285,0.42676,,266,0.40723,,,,,,,,,
,,356,0.4873,,340,0.48047,,344,0.46484,,321,0.43945,,,,,,,,,
,,407,0.52441,,376,0.51465,,375,0.49512,,354,0.46777,,,,,,,,,
,,454,0.55566,,431,0.54004,,429,0.53223,,407,0.48926,,,,,,,,,
,,,,,479,0.57129,,462,0.55469,,450,0.49805,,,,,,,,,
,,,,,513,0.5791,,517,0.57422,,506,0.5166,,,,,,,,,
,,,,,556,0.59473,,565,0.58789,,558,0.54395,,,,,,,,,
,,,,,,,,600,0.59766,,602,0.56445,,,,,,,,,
,,,,,,,,,,,647,0.58496,,,,,,,,,
,,,,,,,,,,,707,0.5957,,,,,,,,,
,D0617,,,,,,,,,,,,,,,,,,,,
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,,,,,,,,
,,79,0.14694,,79,0.14694,,79,0.14694,,79,0.14694,,,,,,,,,
,,113,0.18935,,117,0.20513,,126,0.2357,,137,0.23866,,,,,,,,,
,,173,0.27712,,150,0.2574,,146,0.25444,,175,0.29093,,,,,,,,,
,,231,0.34517,,190,0.31164,,185,0.28895,,203,0.31164,,,,,,,,,
,,254,0.357,,240,0.34221,,226,0.35404,,250,0.38462,,,,,,,,,
,,292,0.3925,,298,0.38757,,287,0.38264,,273,0.41124,,,,,,,,,
,,345,0.44675,,318,0.39448,,334,0.39546,,314,0.44379,,,,,,,,,
,,404,0.47929,,367,0.43393,,366,0.41026,,367,0.46351,,,,,,,,,
,,453,0.50099,,420,0.45069,,401,0.44576,,396,0.48718,,,,,,,,,
,,490,0.50789,,472,0.48126,,437,0.4714,,454,0.51677,,,,,,,,,
,,,,,495,0.49704,,472,0.49408,,501,0.5355,,,,,,,,,
,,,,,533,0.50493,,498,0.51183,,545,0.55819,,,,,,,,,
,,,,,577,0.51578,,540,0.54635,,595,0.56607,,,,,,,,,
,,,,,,,,579,0.5641,,645,0.58974,,,,,,,,,
,,,,,,,,634,0.58777,,,,,,,,,,,,
,D0620,,,,,,,,,,,,,,,,,,,,
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,,,,,,,,
,,97,0.18544,,97,0.18544,,97,0.18544,,97,0.18544,,,,,,,,,
,,122,0.21934,,122,0.21934,,151,0.25224,,139,0.2323,,,,,,,,,
,,179,0.28514,,176,0.27717,,184,0.28614,,169,0.24626,,,,,,,,,
,,231,0.31705,,233,0.32901,,230,0.30708,,212,0.3011,,,,,,,,,
,,261,0.33898,,281,0.35494,,271,0.334,,262,0.35494,,,,,,,,,
,,310,0.37188,,315,0.38086,,318,0.39083,,287,0.37089,,,,,,,,,
,,368,0.41874,,359,0.3988,,372,0.43071,,316,0.39482,,,,,,,,,
,,412,0.44566,,388,0.42971,,420,0.45065,,370,0.42672,,,,,,,,,
,,452,0.47159,,422,0.43968,,475,0.49352,,406,0.43569,,,,,,,,,
,,484,0.48255,,473,0.4676,,518,0.51346,,448,0.44566,,,,,,,,,
,,,,,522,0.4985,,579,0.52343,,477,0.45364,,,,,,,,,
,,,,,552,0.50449,,604,0.5324,,513,0.48156,,,,,,,,,
,,,,,607,0.52343,,633,0.54237,,568,0.49751,,,,,,,,,
,,,,,665,0.53838,,671,0.55633,,604,0.51047,,,,,,,,,
,,,,,708,0.55334,,718,0.5653,,657,0.53141,,,,,,,,,
,,,,,744,0.56231,,767,0.58624,,718,0.54138,,,,,,,,,
,,,,,,,,805,0.59123,,777,0.56032,,,,,,,,,
,,,,,,,,857,0.59621,,805,0.5673,,,,,,,,,
,D0624,,,,,,,,,,,,,,,,,,,,
,,RealSessions_A1171IQSWQS0K8_x,RealSessions_A1171IQSWQS0K8_y,,RealSessions_A3K2VSBTT3WUTI_x,RealSessions_A3K2VSBTT3WUTI_y,,RealSessions_A17TKHT8FEVH0R_x,RealSessions_A17TKHT8FEVH0R_y,,RealSessions_A1ZB2NY0F9QNP0_x,RealSessions_A1ZB2NY0F9QNP0_y,,,,,,,,,
,,78,0.1564,,78,0.1564,,78,0.1564,,78,0.1564,,,,,,,,,
,,125,0.23167,,100,0.19746,,133,0.27664,,134,0.26784,,,,,,,,,
,,179,0.30596,,147,0.27077,,189,0.35191,,166,0.32356,,,,,,,,,
,,225,0.37341,,189,0.33431,,220,0.38319,,188,0.35484,,,,,,,,,
,,258,0.40469,,225,0.37243,,262,0.42229,,221,0.39198,,,,,,,,,
,,288,0.42229,,274,0.43597,,284,0.43988,,272,0.43402,,,,,,,,,
,,347,0.48387,,327,0.48485,,339,0.49853,,320,0.46041,,,,,,,,,
,,382,0.51808,,377,0.50733,,401,0.55914,,369,0.51711,,,,,,,,,
,,426,0.54252,,423,0.53275,,435,0.5738,,403,0.5347,,,,,,,,,
,,,,,457,0.54839,,494,0.59531,,449,0.54839,,,,,,,,,
,,,,,501,0.57087,,543,0.61779,,495,0.55816,,,,,,,,,
,,,,,543,0.5826,,,,,529,0.57478,,,,,,,,,
,,,,,591,0.60508,,,,,575,0.59824,,,,,,,,,
,,,,,,,,,,,622,0.61877,,,,,,,,,
,,,,,,,,,,,657,0.62757,,,,,,,,,
,,,,,,,,,,,720,0.64516,,,,,,,,,
,,,,,,,,,,,767,0.652,,,,,,,,,
,,,,,,,,,,,799,0.65787,,,,,,,,,
,,,,,,,,,,,851,0.68231,,,,,,,,,
,D0627,,,,,,,,,,,,,,,,,,,,
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,,,,,,,,,,,
,,86,0.14186,,86,0.14186,,86,0.14186,,,,,,,,,,,,
,,109,0.17582,,122,0.2018,,127,0.21678,,,,,,,,,,,,
,,136,0.21578,,168,0.27872,,170,0.28172,,,,,,,,,,,,
,,161,0.24276,,205,0.33566,,222,0.34865,,,,,,,,,,,,
,,204,0.3037,,238,0.37762,,245,0.37662,,,,,,,,,,,,
,,240,0.34765,,279,0.4036,,291,0.41059,,,,,,,,,,,,
,,296,0.39361,,328,0.44555,,343,0.45554,,,,,,,,,,,,
,,350,0.45854,,397,0.5025,,370,0.47253,,,,,,,,,,,,
,,385,0.48252,,433,0.51848,,405,0.4995,,,,,,,,,,,,
,,439,0.5035,,480,0.53646,,459,0.52048,,,,,,,,,,,,
,,480,0.52248,,544,0.55844,,484,0.53247,,,,,,,,,,,,
,,532,0.53447,,596,0.58741,,526,0.53646,,,,,,,,,,,,
,,582,0.57043,,631,0.5954,,,,,,,,,,,,,,,
,,,,,665,0.61339,,,,,,,,,,,,,,,
,,,,,703,0.62637,,,,,,,,,,,,,,,
,,,,,738,0.63437,,,,,,,,,,,,,,,
,,,,,787,0.64336,,,,,,,,,,,,,,,
,,,,,812,0.64436,,,,,,,,,,,,,,,
,,,,,847,0.64735,,,,,,,,,,,,,,,
,,,,,887,0.65335,,,,,,,,,,,,,,,
,,,,,942,0.66633,,,,,,,,,,,,,,,
,D0628,,,,,,,,,,,,,,,,,,,,
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,,,,,,,,,,,
,,77,0.15248,,77,0.15248,,77,0.15248,,,,,,,,,,,,
,,110,0.20891,,110,0.20891,,110,0.20891,,,,,,,,,,,,
,,153,0.26832,,160,0.26733,,154,0.28911,,,,,,,,,,,,
,,189,0.31485,,201,0.32178,,192,0.32673,,,,,,,,,,,,
,,241,0.37426,,258,0.37228,,237,0.36832,,,,,,,,,,,,
,,284,0.42376,,300,0.42376,,280,0.4099,,,,,,,,,,,,
,,337,0.45248,,352,0.46436,,313,0.44257,,,,,,,,,,,,
,,387,0.4802,,412,0.50099,,364,0.49505,,,,,,,,,,,,
,,436,0.50495,,445,0.51782,,412,0.53069,,,,,,,,,,,,
,,459,0.51683,,469,0.53762,,436,0.54158,,,,,,,,,,,,
,,505,0.53564,,508,0.54752,,488,0.57228,,,,,,,,,,,,
,,555,0.5604,,562,0.56139,,521,0.58416,,,,,,,,,,,,
,,594,0.56733,,623,0.58218,,551,0.6099,,,,,,,,,,,,
,,618,0.57624,,663,0.58713,,591,0.62277,,,,,,,,,,,,
,D0629,,,,,,,,,,,,,,,,,,,,
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,,,,,,,,,,,
,,82,0.125,,82,0.125,,82,0.125,,,,,,,,,,,,
,,122,0.19336,,102,0.16504,,127,0.17871,,,,,,,,,,,,
,,152,0.22461,,157,0.25195,,174,0.24902,,,,,,,,,,,,
,,176,0.25098,,194,0.28906,,221,0.28906,,,,,,,,,,,,
,,203,0.29004,,226,0.31934,,248,0.32422,,,,,,,,,,,,
,,225,0.31543,,281,0.37305,,273,0.34277,,,,,,,,,,,,
,,245,0.33301,,330,0.41406,,292,0.3623,,,,,,,,,,,,
,,276,0.35059,,384,0.44531,,321,0.40625,,,,,,,,,,,,
,,301,0.37891,,421,0.4707,,368,0.43457,,,,,,,,,,,,
,,329,0.39746,,452,0.48633,,397,0.4502,,,,,,,,,,,,
,,368,0.42285,,480,0.50781,,431,0.46191,,,,,,,,,,,,
,,,,,527,0.52148,,,,,,,,,,,,,,,
,,,,,581,0.54688,,,,,,,,,,,,,,,
,D0630,,,,,,,,,,,,,,,,,,,,
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,,,,,,,,
,,88,0.1423,,88,0.1423,,88,0.1423,,88,0.1423,,,,,,,,,
,,134,0.2159,,135,0.20412,,138,0.20805,,146,0.23356,,,,,,,,,
,,179,0.27085,,179,0.24632,,182,0.27772,,205,0.28754,,,,,,,,,
,,248,0.33072,,228,0.29637,,230,0.31305,,247,0.32287,,,,,,,,,
,,291,0.36506,,274,0.33366,,280,0.34642,,291,0.36114,,,,,,,,,
,,327,0.3896,,342,0.40039,,326,0.37095,,340,0.39941,,,,,,,,,
,,370,0.41806,,386,0.43867,,375,0.39352,,388,0.42002,,,,,,,,,
,,420,0.44357,,432,0.45535,,421,0.42591,,414,0.42885,,,,,,,,,
,,470,0.46026,,478,0.47694,,482,0.46026,,456,0.45044,,,,,,,,,
,,524,0.4897,,523,0.4946,,524,0.47988,,502,0.4789,,,,,,,,,
,,,,,569,0.51717,,,,,551,0.50442,,,,,,,,,
,,,,,617,0.53091,,,,,587,0.51325,,,,,,,,,
,,,,,664,0.54956,,,,,,,,,,,,,,,
,D0631,,,,,,,,,,,,,,,,,,,,
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,,,,,,,,
,,76,0.15795,,76,0.15795,,76,0.15795,,76,0.15795,,,,,,,,,
,,110,0.2152,,114,0.22902,,107,0.20434,,124,0.23297,,,,,,,,,
,,158,0.27641,,150,0.27443,,141,0.25962,,161,0.27048,,,,,,,,,
,,188,0.32182,,182,0.31589,,185,0.32083,,195,0.30997,,,,,,,,,
,,254,0.41066,,236,0.36525,,241,0.36723,,242,0.385,,,,,,,,,
,,291,0.45212,,276,0.40178,,293,0.4304,,283,0.42843,,,,,,,,,
,,333,0.47483,,329,0.46199,,342,0.45805,,323,0.46101,,,,,,,,,
,,,,,391,0.48963,,393,0.49062,,360,0.49062,,,,,,,,,
,,,,,451,0.51826,,426,0.49753,,411,0.51629,,,,,,,,,
,,,,,499,0.54195,,458,0.52024,,444,0.52517,,,,,,,,,
,,,,,542,0.56071,,494,0.55281,,,,,,,,,,,,
,,,,,565,0.56762,,542,0.56861,,,,,,,,,,,,
,,,,,597,0.58144,,572,0.57848,,,,,,,,,,,,
,,,,,,,,619,0.60217,,,,,,,,,,,,
,,,,,,,,671,0.62981,,,,,,,,,,,,
,D0640,,,,,,,,,,,,,,,,,,,,
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,,,,,,,,,,,
,,78,0.15727,,78,0.15727,,78,0.15727,,,,,,,,,,,,
,,106,0.18595,,103,0.21365,,101,0.19683,,,,,,,,,,,,
,,150,0.26113,,142,0.26607,,124,0.24135,,,,,,,,,,,,
,,209,0.31949,,167,0.30267,,143,0.27498,,,,,,,,,,,,
,,232,0.35312,,209,0.34224,,178,0.31751,,,,,,,,,,,,
,,271,0.3818,,249,0.38773,,203,0.34817,,,,,,,,,,,,
,,296,0.4184,,290,0.41543,,228,0.38773,,,,,,,,,,,,
,,324,0.43422,,339,0.45994,,272,0.43323,,,,,,,,,,,,
,,364,0.45302,,383,0.48368,,302,0.45302,,,,,,,,,,,,
,,409,0.48665,,427,0.50148,,338,0.47478,,,,,,,,,,,,
,,438,0.50841,,473,0.52522,,366,0.48764,,,,,,,,,,,,
,,,,,494,0.52621,,405,0.5094,,,,,,,,,,,,
,,,,,524,0.53709,,437,0.54006,,,,,,,,,,,,
,D0643,,,,,,,,,,,,,,,,,,,,
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y,,,,,,,,,,,,
,,83,0.16994,,83,0.16994,,83,0.16994,,,,,,,,,,,,
,,139,0.2613,,104,0.1945,,104,0.1945,,,,,,,,,,,,
,,171,0.31238,,150,0.26326,,156,0.29961,,,,,,,,,,,,
,,234,0.39096,,208,0.33694,,196,0.33202,,,,,,,,,,,,
,,255,0.4057,,252,0.38409,,239,0.37132,,,,,,,,,,,,
,,290,0.44008,,299,0.42534,,278,0.42829,,,,,,,,,,,,
,,333,0.4725,,338,0.44106,,322,0.46857,,,,,,,,,,,,
,,,,,387,0.45874,,378,0.52456,,,,,,,,,,,,
,,,,,433,0.47151,,413,0.53929,,,,,,,,,,,,
,,,,,488,0.49018,,476,0.5609,,,,,,,,,,,,
,,,,,545,0.51375,,528,0.56876,,,,,,,,,,,,
,,,,,602,0.53536,,591,0.59725,,,,,,,,,,,,
,,,,,660,0.56974,,626,0.60511,,,,,,,,,,,,
,,,,,715,0.59725,,,,,,,,,,,,,,,
,,,,,776,0.61297,,,,,,,,,,,,,,,
,,,,,823,0.62377,,,,,,,,,,,,,,,
,,,,,878,0.62672,,,,,,,,,,,,,,,
,D0645,,,,,,,,,,,,,,,,,,,,
